,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
1152,$90,2,Houston,Jan-17,"These are 2 bedrooms in newly renovated house with beautiful kitchen and spacious living room. Minutes away from Pasadena, Kemah Boardwalk, NASA, Johnson Space Center, and Houston Downtown. Perfect place for get away! You have private bathroom and your own drawers and closets.\nInternet and Netflix is available in each room.\nPlace stays quiet and private throughout the day.",29.57223015,-95.12051858,2 private rooms in remodeled house!!
1153,$65,1,Houston,Jul-15,1st floor bedroom in 4 story Midtown/Montrose townhouse. TempurPedic queen bed &amp; fully stocked mini-fridge. Full bathroom with amenities. Desk &amp; two 17\,29.75153449,-95.38245834,Modern 1st floor in luxury townhome
1154,$91,0,Houston,May-14,"This cozy downtown loft is close to GRB Convention Center, Minute Maid, BBVA Compass stadium, Discovery Green, Toyota Center and more! You will love being close to so many things that Houston has to offer and enjoy the trendy area with a cozy homey feel.",29.74980197,-95.35505056,Cozy Downtown Loft - Walk to GRB!
1155,$2610,4,Houston,Dec-15,"Great historic bungalow with a newly renovated kitchen. Just 15 minutes away from NRG Stadium and 5 minutes away from downtown, midtown and Washington Avenue. This 100-year-old Craftsman bungalow is on a quiet street in the Heights with a charming front porch, large back patio with a fire pit, king bed in master suite with a Jacuzzi tub (downstairs), second and third bedrooms have queen beds and fourth bedroom has a twin bed - all are situated off the upstairs game room.",29.79257523,-95.38393657,Updated Heights Bungalow
1156,$89,1,Houston,Oct-16,"Located amid the mature live oaks of the revitalized neighborhood of Midtown/ Montrose, bounded by Downtown, Montrose and the Museum District. Location, location, location. Extremely walkable charming neighborhood.\n\nMy place is close proximity to Downtown, Medical Center, Museum Dist. the city's best cafes and shops; and walking distance to the Metrorail train. We are five miles from the famous Galleria. \nYou'll love my place because of the high ceilings, location and the views. Total SQFT 810",29.74867631,-95.38025266,Montrose neighborhood Pied-a-Terre#1118
1157,$1000,4,Houston,Jun-15,"My place is close to 26 minutes/21 miles from NRG - Superbowl HQ. You‰Ûªll love my place because of the light, kitchen, high ceilings. My place is good for big groups.",29.79506532,-95.18007357,Superbowl Compound
1158,$99,2,Houston,Jun-16,"Charming home is only minutes away from one of the Largest Medical Centers in the world, Sport Stadiums, Downtown &amp; Hobby Airport. The George R. Brown Convention Center is a 10 minute ride away via car. The home is located in a gated community. There is ample parking inside the community.",29.69076378,-95.3317335,Entire Home - Ruby Red 6 Sleeper
1159,$35,1,Houston,May-16,"You will enjoy a King Size Bed w/Private Bathroom, open living room space with a quiet balcony. You have access to Stream Hulu / Netflix on the Projector. Wifi Available. Conveniently located behind Kroger's and AMC Movie Theater. 12 mins from Hobby Airport &amp; Baybrook Mall with multiple restaurants to choose from. You Will Be Satisfied.",29.6053582,-95.21447513,The King's Room
1160,$200,3,Houston,Jul-16,"My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",29.81361736,-95.42139431,3/2Great neighborhood/Work or play come and stay!
1161,$90,2,Houston,Dec-15,"2 Bedroom - 1 Bath. 3 night minimum. 10 minutes from downtown, Montrose, Medical Center, Museum district, and the Galleria. Walk to River Oaks Shopping. 6 houses south of West Gray on Driscoll Street",29.75039043,-95.40690889,Quaint Rental near to Downtown
1162,$53,0,Houston,Apr-11,"This tiny house packs it all in 110 square feet! A tiny bath, tiny kitchenette and a full-sized comfy loft-bed. Perfect for a single traveler and good for a very intimate couple. This clever space is super close to downtown! There's also a twin foldout mat if requested!",29.79373637,-95.37337808,Tiny Texas Urban House!
1163,$99,1,Houston,Oct-15,"Fully furnished, clean apartment; conveniently located in the heart of Downtown with the BEST views of Houston. Enjoy complimentary garage parking for one car while you walk less than a mile to the Toyota Center, George Brown Convention Center, downtown bars, restaurants and much more.",29.75770054,-95.35891589,Cozy Downtown Apt. w/Amazing Skyline Balcony View!
1164,$45,1,Houston,Apr-14,"My house is in close proximity to the biggest attractions in Houston's inner-loop. With the light rail being only 0.4 miles (6 min walk) away, you're able to get to downtown, midtown, Texas medical center, and many other attractions for only $1.25 each way! If you're traveling from out of town, Hobby airport is only 15 mins away and IAH is only 25 mins away. The memory foam mattress and bedroom decor will make you feel at home. Perfect for couples, business travelers, solo, and students.",29.74287707,-95.3525248,Stunning Modern & Roomy Private Room in Downtown!
1165,$262,3,Houston,Nov-16,"Located in the center of the Historic Houston Heights Neighborhood, less than 3 miles from downtown. Close to public transportation, the city center, and easy access to both airports. Walking distance to restaurants, bars, local shopping, and live music venues.",29.80064511,-95.39868809,Houston Heights Victorian; Modern Historic Charm
1166,$3000,3,Houston,Jan-17,"Warm inviting 2500 square foot 3/2/2 home, designed to entertain. Featuring \",29.93413521,-95.1790201,The Super Bowl Peacock Retreat
1167,$55,1,Houston,Aug-15,"The best bed ever! en-suite with private entrance in new town home within walking distance of downtown. 24/7 private entrance &amp; outside courtyard featuring built in BBQ with seating. The room includes a queen bed, dedicated dining/workspace, private bathroom, mini-fridge with freezer, microwave, Keurig, Smart TV with access via smarthub button, WiFi with codes in the information book in the room.",29.77120513,-95.36974018,"Large En-Suite with private entry, courtyard, bbq"
1168,$150,2,Houston,Jan-17,"Beautiful, pristine, totally renovated 2/1 Victorian Bungalow in Historic Houston Heights, walking distance to 19th street shops/restaurants; Front porch, screened back porch w/fenced backyard; Open Living areas, Great Natural light thru-out; King size bed in master, queen in 2nd bdrm; Designer furnished, High Ceilings, Hardwood Flrs, cent a/c, cable, internet, Weber Grill, w/d, private electronic entry, off street parking, near park and bike paths",29.8029707,-95.39329143,Houston Heights Victorian Bungalow
1169,$75,1,Houston,Dec-16,"Our comfortable tiny house (500sqft) has a full kitchen and restroom with a king-sized bed in a loft. We're within walking distance to downtown and Washington Avenue and a cheap Uber ride away from the Heights, Montrose, and sports venues. Our tiny house is in the Historic Sixth Ward, and a block away from the biking, walking, and running trails of the Buffalo Bayou. We have plenty of parking and welcome pets. \nCheck us out on Instagram: \n#6thWardTinyHouse",29.76384856,-95.37851923,Cozy Tiny House in Downtown Houston
1170,$350,5,Houston,Jan-17,"My place is located in the north side of Houston. It is 14 min away from George Bush Airport, close to public transport, parks, and restaurants. \n\nYou'll love my place because of the quiet neighborhood, comfortable rooms and great amenities!",29.98299027,-95.40216276,VIP SUPER BOWL WEEKEND 2017
1171,$150,2,Houston,Mar-17,"We do not rent out the entire property, only private rooms.\nRegistered guests can enjoy the outside pool area, large backyard, and pier, along with the saltwater pool and heated jacuzzi which can be enjoyed between 8 am and 10 pm. \n\nStart your day with a walk/jog in this friendly neighborhood, enjoy a game of tennis or basketball, or fill it with one or more of the area's many tourist attractions or healthy lifestyle activities.",29.53628601,-95.08669656,PRIVATE SUITE & POOLSIDE ROOM
1172,$40,1,Houston,Nov-15,Nestled in a peaceful neighborhood with easy access to major highways helping you get to downtown Houston. The room has a comfortable queen bed that sleeps two wit a semi-private bathroom with necessary toiletries and towels. You have access to the kitchen and also access to the washer and dryer. Free WiFi,29.59702146,-95.11131267,Peace Quiet and Cozy
1173,$42,1,Houston,Nov-15,"It is a quiet cozy neighborhood with very quick access to Baytown, NASA, Kemah, Pasadena, nice shopping district, lots of very good restaurants and within walking distance of The University Of Houston at Clear Lake.",29.59793261,-95.11258563,Quiet with Sweet and Peaceful Dreams
1174,$100,3,Houston,Nov-15,This spacious 3br/2ba house will provide you with a comfortable place to stay during your time away from home. Located approx. 15 min from downtown.\nIncludes:\n1 King Bed in the Master Bedroom\n1 Queen Bed in the Guest Bedroom\nCoffee\nBig screen TV and Cable\nFree Internet,29.80806042,-95.15204204,Spacious/Comfy Home 15min-downtown
1175,$100,1,Houston,Jan-17,Great place for SUPER BOWL 15 MINUTES FROM DOWNTOWN,29.86409554,-95.31485565,15 Minutes from DOWNTOWN AREA 6Bdr
1176,$160,1,Houston,Nov-15,"1 bedroom/1 bathroom close to the Medical Center. Great for students! Walkable distance to the Metro Rail. Good location, close to highway 610 and next to Reliant Stadium",29.68658471,-95.4033175,Great Cozy 1 Bedroom/1 Bathroom
1177,$45,1,Houston,Aug-15,"This listing is for the Master En-Suite, featuring a luxurious king sized bed &amp; spa-like bathroom with jacuzzi tub &amp; separate shower. It is one of three rooms in a centrally located modern townhouse just minutes from downtown Houston. \n\nThe room &amp; entire home features upscale amenities to make your visit comfortable &amp; enjoyable. In addition to the room, you will get access to the spacious open concept kitchen &amp; living room, &amp; a rooftop deck w/ breathtaking views.",29.77179502,-95.36976752,Very Large Beautiful En-Suite Master Bedroom
1178,$80,1,Houston,Mar-16,"NEW LISTING! This listing is a cozy contemporary community of 6 condos. Close to art and culture, restaurants and dining, sight seeing &amp; nightlife! You‰Ûªll love my place because of the ambiance, the outdoors space, the light, and the comfy beds. My place is good for couples, solo adventurers, business travelers, big groups (multiple units available), and furry friends (pets). \nSo, if you are in town for business, medical center or to catch a concert or sporting event, this property is PERFECT!",29.72566728,-95.37372269,Chic Condos Downtown/Med Ctr (#6-Upstairs)
1179,$95,1,Houston,Dec-14,"Extended Stay!\nNew studio garage apartment in the Historic Houston Heights. Queen size bed, sofa bed with memory foam topper, full size kitchen appliances, Washer/Dryer in unit. Perfect set up for longer term renters.\n\nLocated on a dead end street with a bike/walk path that connects you to food, drinks and fun!\n\nNearest bus stop is less than half a mile away. Nearest train station is less than 3 miles away. NEW zipcar station less than a mile away to rent cars by the hour or day",29.78411295,-95.40269415,Heights Guest House - Urban Retreat
1180,$110,2,Houston,Jul-16,"Modern spacious townhouse in a central location. 5 mins from downtown/metro station. 5mins to i45/ i59/i10 to Washington ave. corridor, midtown and Montrose (5 mins Uber rides!). No more than 15 mins from shopping/restaurants of the Galleria and Texas Med. Ctr and the NRG stadium. When you fly into IAH, the townhouse is just 22 miles from airport. Rooftop deck has a great view of downtown/the city. Great restaurants, cafes and bars all nearby. Cable and wifi available and business friendly",29.77218352,-95.37532015,Modern Townhouse in Washington/Heights Corridor.
